,File ID,English_name,Quality,Time,Date,X,Y,year,type,month,time2,TOD,hour
1489,204101,Purple Tooting Tout,B,6:30,9/28/2014,57,96.0,2014,song,9,7:00,Morning,7
1490,183793,Purple Tooting Tout,B,7:00,5/12/2014,89,37.0,2014,song,5,7:00,Morning,7
1491,168358,Purple Tooting Tout,B,8:30,2/19/2014,81,55.0,2014,song,2,9:00,Morning,9
1492,143279,Purple Tooting Tout,B,7:10,7/23/2013,78,56.0,2013,call,7,7:00,Morning,7
1493,116448,Purple Tooting Tout,B,5:00,11/23/2012,36,111.0,2012,call,11,5:00,Morning,5
1494,116447,Purple Tooting Tout,B,5:00,11/23/2012,59,104.0,2012,call,11,5:00,Morning,5
1495,114778,Purple Tooting Tout,B,16:30,11/21/2012,55,90.0,2012,call,11,17:00,Day,17
1496,114777,Purple Tooting Tout,B,16:30,11/15/2012,123,80.0,2012,song,11,17:00,Day,17
1497,114773,Purple Tooting Tout,B,6:30,11/4/2012,65,91.0,2012,other,11,7:00,Morning,7
1498,114772,Purple Tooting Tout,B,6:30,11/4/2012,123,76.0,2012,song,11,7:00,Morning,7
1499,114771,Purple Tooting Tout,B,6:30,11/4/2012,29,103.0,2012,song,11,7:00,Morning,7
1500,114770,Purple Tooting Tout,B,6:30,11/3/2012,81,52.0,2012,call,11,7:00,Morning,7
1501,93998,Purple Tooting Tout,B,8:00am,1/27/2012,71,39.0,2012,call,1,8:00,Morning,8
1503,74070,Purple Tooting Tout,B,12:40,2/21/2010,43,31.0,2010,song,2,13:00,Day,13
1504,73057,Purple Tooting Tout,B,6:15am,3/4/2011,68,86.0,2011,other,3,6:00,Morning,6
1505,73056,Purple Tooting Tout,B,12:00pm,3/1/2011,60,35.0,2011,call,3,24:00,Night,24
1506,73055,Purple Tooting Tout,B,12:00pm,3/1/2011,62,95.0,2011,call,3,24:00,Night,24
1507,36875,Purple Tooting Tout,B,15:50,6/28/1995,53,42.0,1995,call,6,16:00,Day,16
1508,36874,Purple Tooting Tout,B,12:01,6/28/1995,118,81.0,1995,call,6,12:00,Day,12
1509,362566,Purple Tooting Tout,C,5:50,10/26/2016,60,47.0,2016,call,10,6:00,Morning,6
1510,362564,Purple Tooting Tout,C,7:12,10/22/2016,129,70.0,2016,call,10,7:00,Morning,7
1511,347707,Purple Tooting Tout,C,7:30,12/24/2016,45,115.0,2016,call,12,8:00,Morning,8
1512,158198,Purple Tooting Tout,C,10:00,5/23/2013,124,82.0,2013,song,5,10:00,Morning,10
1513,157798,Purple Tooting Tout,C,7:33,4/9/2013,64,95.0,2013,call,4,8:00,Morning,8
1514,78416,Purple Tooting Tout,C,8:00,9/30/2010,12,95.0,2010,call,9,8:00,Morning,8
1515,317048,Purple Tooting Tout,D,5:30,5/14/2016,143,111.0,2016,song,5,6:00,Morning,6
1516,175315,Purple Tooting Tout,D,8:10,3/14/2014,59,31.0,2014,call,3,8:00,Morning,8
1517,78415,Purple Tooting Tout,D,8:00,9/30/2010,124,65.0,2010,call,9,8:00,Morning,8
1518,399858,Purple Tooting Tout,E,12:17,7/21/2017,153,114.0,2017,call,7,12:00,Day,12
1519,370601,Qax,no score,9:00,3/7/2017,58,67.0,2017,song,3,9:00,Morning,9
1520,314703,Qax,no score,8:00,11/1/2015,57,86.0,2015,song,11,8:00,Morning,8
1521,313535,Qax,no score,6:00,10/31/2015,72,90.0,2015,song,10,6:00,Morning,6
1522,211670,Qax,no score,8:30,3/31/2011,66,75.0,2011,song,3,9:00,Morning,9
1523,188951,Qax,no score,7:00,12/13/2012,72,90.0,2012,song,12,7:00,Morning,7
1524,367773,Qax,A,8:00,3/30/2017,66,89.0,2017,song,3,8:00,Morning,8
1525,308410,Qax,A,13:30,3/19/2016,69,85.0,2016,other,3,14:00,Day,14
1526,273048,Qax,A,9:00,10/22/2013,71,90.0,2013,song,10,9:00,Morning,9
1527,273047,Qax,A,8:00,10/28/2013,65,80.0,2013,song,10,8:00,Morning,8
1528,273046,Qax,A,9:00,10/22/2013,75,88.0,2013,song,10,9:00,Morning,9
1529,273045,Qax,A,9:00,10/22/2013,64,87.0,2013,song,10,9:00,Morning,9
1530,273044,Qax,A,6:00,10/29/2013,81,83.0,2013,song,10,6:00,Morning,6
1531,215507,Qax,A,7:17,8/26/2004,68,91.0,2004,song,8,7:00,Morning,7
1532,211672,Qax,A,11:00,10/27/2010,68,90.0,2010,song,10,11:00,Day,11
1533,211671,Qax,A,11:00,10/27/2010,49,77.0,2010,song,10,11:00,Day,11
1534,210359,Qax,A,17:30,1/10/2015,70,86.0,2015,call,1,18:00,Evening,18
1535,209514,Qax,A,11:00,1/1/2015,73,91.0,2015,other,1,11:00,Day,11
1536,144401,Qax,A,9:00,1/5/2012,71,88.0,2012,song,1,9:00,Morning,9
1537,115737,Qax,A,8:30,10/12/2012,69,86.0,2012,song,10,9:00,Morning,9
1538,115736,Qax,A,8:30,10/12/2012,65,88.0,2012,song,10,9:00,Morning,9
1539,115735,Qax,A,8:30,10/12/2012,79,84.0,2012,call,10,9:00,Morning,9
1543,11838,Qax,A,0:04,1/16/2005,73,73.0,2005,song,1,0:00,Night,0
1544,6802,Qax,A,16:30,2/12/2006,64,84.0,2006,song,2,17:00,Day,17
1545,3080,Qax,A,7:00,6/21/1998,67,84.0,1998,song,6,7:00,Morning,7
1546,365543,Qax,B,5:30,11/23/2016,70,92.0,2016,song,11,6:00,Morning,6
1547,364815,Qax,B,13:00,11/19/2016,56,77.0,2016,song,11,13:00,Day,13
1548,329568,Qax,B,8:30,7/22/2016,66,91.0,2016,song,7,9:00,Morning,9
1549,234998,Qax,B,6:30,4/5/2015,66,87.0,2015,song,4,7:00,Morning,7
1550,88865,Qax,B,10:00,10/6/2011,79,74.0,2011,song,10,10:00,Morning,10
1551,84600,Qax,B,9:50,8/27/2004,60,91.0,2004,song,8,10:00,Morning,10
1552,84599,Qax,B,5:41,9/19/2000,82,92.0,2000,song,9,6:00,Morning,6
1553,84598,Qax,B,6:12,1/14/2000,67,84.0,2000,song,1,6:00,Morning,6
1561,8100,Qax,B,17:00,10/16/2006,69,91.0,2006,song,10,17:00,Day,17
1562,7188,Qax,B,14:10,4/9/2006,39,78.0,2006,song,4,14:00,Day,14
1563,6081,Qax,B,7:25,2/28/2006,67,88.0,2006,song,2,7:00,Morning,7
1564,171671,Qax,C,9:30,3/29/2014,80,91.0,2014,call,3,10:00,Morning,10
1567,18578,Qax,C,8:15,3/21/2008,12,87.0,2008,song,3,8:00,Morning,8
1568,308347,Qax,D,15:00,3/19/2016,53,68.0,2016,other,3,15:00,Day,15
1569,406312,Queenscoat,no score,16:30,3/16/2018,54,151.0,2018,song,3,17:00,Day,17
1570,406311,Queenscoat,no score,16:30,3/16/2018,52,142.0,2018,song,3,17:00,Day,17
1571,406310,Queenscoat,no score,16:30,3/16/2018,41,107.0,2018,song,3,17:00,Day,17
1576,390266,Queenscoat,A,8:30,10/19/2017,56,152.0,2017,call,10,9:00,Morning,9
1577,389929,Queenscoat,A,12:05,10/14/2017,65,101.0,2017,call,10,12:00,Day,12
1578,386848,Queenscoat,A,7:30,9/16/2017,71,94.0,2017,call,9,8:00,Morning,8
1579,380585,Queenscoat,A,15:00,7/26/2014,41,109.0,2014,call,7,15:00,Day,15
1580,377246,Queenscoat,A,16:01,5/24/2017,42,109.0,2017,song,5,16:00,Day,16
1581,377028,Queenscoat,A,12:00,6/17/2017,50,151.0,2017,song,6,12:00,Day,12
1582,376508,Queenscoat,A,7:00,6/9/2017,54,149.0,2017,song,6,7:00,Morning,7
1583,375254,Queenscoat,A,15:30,6/7/2017,85,37.0,2017,call,6,16:00,Day,16
1584,360715,Queenscoat,A,18:00,3/21/2017,33,106.0,2017,song,3,18:00,Evening,18
1585,324349,Queenscoat,A,7:30,5/9/2016,41,108.0,2016,song,5,8:00,Morning,8
1586,319610,Queenscoat,A,5:10,6/2/2016,149,125.0,2016,call,6,5:00,Morning,5
1587,314249,Queenscoat,A,10:00,4/23/2016,41,103.0,2016,call,4,10:00,Morning,10
1588,311384,Queenscoat,A,10:30,3/24/2016,43,159.0,2016,call,3,11:00,Day,11
1589,263232,Queenscoat,A,20:00,7/6/2015,36,108.0,2015,song,7,20:00,Evening,20
1590,263213,Queenscoat,A,16:00,7/6/2015,42,110.0,2015,song,7,16:00,Day,16
1591,255978,Queenscoat,A,7:30,7/2/2015,49,107.0,2015,call,7,8:00,Morning,8
1592,203980,Queenscoat,A,14:00,11/6/2014,47,101.0,2014,call,11,14:00,Day,14
1593,198590,Queenscoat,A,16:00,10/11/2014,38,107.0,2014,call,10,16:00,Day,16
1594,198587,Queenscoat,A,16:00,10/11/2014,42,111.0,2014,call,10,16:00,Day,16
1595,155709,Queenscoat,A,8:30,4/23/2012,80,141.0,2012,other,4,9:00,Morning,9
1596,145210,Queenscoat,A,11:30,7/2/2013,55,151.0,2013,call,7,12:00,Day,12
1598,120467,Queenscoat,A,8:24,5/20/2011,41,104.0,2011,call,5,8:00,Morning,8
1599,118502,Queenscoat,A,16:00,12/21/2007,49,111.0,2007,call,12,16:00,Day,16
1600,107054,Queenscoat,A,5:22,6/8/2012,57,150.0,2012,call,6,5:00,Morning,5
1601,97438,Queenscoat,A,15:30,3/30/2011,74,107.0,2011,song,3,16:00,Day,16
1602,97437,Queenscoat,A,15:30,3/30/2011,62,155.0,2011,call,3,16:00,Day,16
1603,97436,Queenscoat,A,15:30,3/30/2011,56,152.0,2011,call,3,16:00,Day,16
1604,97435,Queenscoat,A,15:30,3/30/2011,51,153.0,2011,call,3,16:00,Day,16
1605,97431,Queenscoat,A,15:00,3/30/2011,84,115.0,2011,call,3,15:00,Day,15
1609,405003,Queenscoat,B,13:00,11/29/2017,29,100.0,2017,call,11,13:00,Day,13
1612,390555,Queenscoat,B,7:28,5/12/2016,36,115.0,2016,call,5,7:00,Morning,7
1613,390554,Queenscoat,B,7:27,5/12/2016,62,151.0,2016,song,5,7:00,Morning,7
1614,389989,Queenscoat,B,18:46,10/17/2017,99,44.0,2017,call,10,19:00,Evening,19
1616,383814,Queenscoat,B,17:54,7/31/2017,38,108.0,2017,call,7,18:00,Evening,18
1617,376851,Queenscoat,B,8:30,6/5/2016,73,111.0,2016,song,6,9:00,Morning,9
1618,376565,Queenscoat,B,6:31,6/19/2017,36,96.0,2017,call,6,7:00,Morning,7
1619,376043,Queenscoat,B,16:30,6/17/2017,59,150.0,2017,song,6,17:00,Day,17
1620,373378,Queenscoat,B,12:00,5/23/2017,43,104.0,2017,song,5,12:00,Day,12
1621,367828,Queenscoat,B,18:30,5/5/2017,31,107.0,2017,call,5,19:00,Evening,19
1622,367046,Queenscoat,B,15:30,4/30/2017,42,118.0,2017,other,4,16:00,Day,16
1623,365157,Queenscoat,B,10:00,4/12/2017,46,97.0,2017,call,4,10:00,Morning,10
1624,359886,Queenscoat,B,8:00,2/4/2017,51,94.0,2017,call,2,8:00,Morning,8
1625,357922,Queenscoat,B,12:14,3/5/2017,57,155.0,2017,call,3,12:00,Day,12
1626,356766,Queenscoat,B,8:48,2/25/2017,47,99.0,2017,call,2,9:00,Morning,9
1627,356662,Queenscoat,B,14:30,2/23/2017,61,149.0,2017,call,2,15:00,Day,15
1628,346440,Queenscoat,B,7:00,1/6/2011,36,147.0,2011,call,1,7:00,Morning,7
1629,345891,Queenscoat,B,7:00,4/6/2008,68,160.0,2008,call,4,7:00,Morning,7
1630,345890,Queenscoat,B,7:00,3/31/2011,39,100.0,2011,song,3,7:00,Morning,7
1631,343363,Queenscoat,B,12:17,5/23/2016,58,150.0,2016,song,5,12:00,Day,12
1632,343361,Queenscoat,B,12:05,5/23/2016,56,139.0,2016,song,5,12:00,Day,12
1633,340978,Queenscoat,B,8:12,10/21/2016,50,141.0,2016,call,10,8:00,Morning,8
1634,339613,Queenscoat,B,11:30,10/12/2016,59,135.0,2016,call,10,12:00,Day,12
1635,336309,Queenscoat,B,7:43,9/26/2016,63,146.0,2016,call,9,8:00,Morning,8
1636,336047,Queenscoat,B,13:30,4/9/2016,105,96.0,2016,call,4,14:00,Day,14
1637,330677,Queenscoat,B,12:00,7/29/2016,44,111.0,2016,call,7,12:00,Day,12
1638,324350,Queenscoat,B,7:30,5/9/2016,43,108.0,2016,song,5,8:00,Morning,8
1639,320626,Queenscoat,B,6:30,5/7/2016,46,103.0,2016,call,5,7:00,Morning,7
1640,320585,Queenscoat,B,5:30,6/3/2016,42,109.0,2016,call,6,6:00,Morning,6
1641,320584,Queenscoat,B,5:30,6/3/2016,70,114.0,2016,call,6,6:00,Morning,6
1642,315730,Queenscoat,B,7:30,5/7/2016,44,100.0,2016,song,5,8:00,Morning,8
1643,312552,Queenscoat,B,12:10,6/14/2015,68,93.0,2015,song,6,12:00,Day,12
1644,312317,Queenscoat,B,6:00,4/14/2016,68,92.0,2016,other,4,6:00,Morning,6
1645,308555,Queenscoat,B,7:10,3/17/2016,59,91.0,2016,call,3,7:00,Morning,7
1646,308010,Queenscoat,B,17:48,3/16/2016,43,110.0,2016,song,3,18:00,Evening,18
1647,302241,Queenscoat,B,8:00,1/15/2016,74,93.0,2016,call,1,8:00,Morning,8
1648,297166,Queenscoat,B,11:00,12/24/2015,52,98.0,2015,call,12,11:00,Day,11
1649,294680,Queenscoat,B,17:17,6/19/2015,68,156.0,2015,song,6,17:00,Day,17
1650,293128,Queenscoat,B,9:30,11/29/2015,25,104.0,2015,call,11,10:00,Morning,10
1651,286198,Queenscoat,B,10:30,6/1/2015,144,122.0,2015,song,6,11:00,Day,11
1652,281366,Queenscoat,B,12:30,1/7/2007,60,143.0,2007,call,1,13:00,Day,13
1653,278524,Queenscoat,B,8:00,9/10/2015,54,156.0,2015,call,9,8:00,Morning,8
1654,277902,Queenscoat,B,9:30,3/1/2010,31,111.0,2010,call,3,10:00,Morning,10
1655,267572,Queenscoat,B,8:00,5/18/2015,34,128.0,2015,other,5,8:00,Morning,8
1656,267571,Queenscoat,B,8:00,5/18/2015,75,94.0,2015,other,5,8:00,Morning,8
1657,267570,Queenscoat,B,8:00,5/18/2015,68,92.0,2015,other,5,8:00,Morning,8
1658,267569,Queenscoat,B,8:00,5/18/2015,57,140.0,2015,other,5,8:00,Morning,8
1659,267568,Queenscoat,B,7:30,5/21/2015,43,94.0,2015,other,5,8:00,Morning,8
1660,266053,Queenscoat,B,10:00,5/29/2015,72,156.0,2015,other,5,10:00,Morning,10
1661,263131,Queenscoat,B,18:00,7/5/2015,61,156.0,2015,song,7,18:00,Evening,18
1662,263097,Queenscoat,B,15:00,7/5/2015,52,144.0,2015,call,7,15:00,Day,15
1663,256926,Queenscoat,B,13:30,7/4/2015,49,154.0,2015,call,7,14:00,Day,14
1664,256836,Queenscoat,B,10:30,7/4/2015,40,109.0,2015,song,7,11:00,Day,11
1665,256835,Queenscoat,B,10:30,7/4/2015,53,156.0,2015,song,7,11:00,Day,11
1666,253987,Queenscoat,B,18:30,4/29/2015,55,150.0,2015,song,4,19:00,Evening,19
1667,252529,Queenscoat,B,5:30,6/13/2015,55,152.0,2015,song,6,6:00,Morning,6
1668,252528,Queenscoat,B,5:30,6/13/2015,50,142.0,2015,song,6,6:00,Morning,6
1670,235140,Queenscoat,B,13:30,4/5/2015,69,94.0,2015,call,4,14:00,Day,14
1671,235139,Queenscoat,B,13:30,4/5/2015,53,145.0,2015,song,4,14:00,Day,14
1672,235138,Queenscoat,B,13:30,4/5/2015,66,139.0,2015,song,4,14:00,Day,14
1674,217213,Queenscoat,B,7:26,3/13/2015,70,94.0,2015,call,3,7:00,Morning,7
1675,215352,Queenscoat,B,11:22,12/23/2014,72,95.0,2014,call,12,11:00,Day,11
1676,212201,Queenscoat,B,18:00,12/18/2014,67,105.0,2014,call,12,18:00,Evening,18
1677,204542,Queenscoat,B,10:00,10/7/2014,40,125.0,2014,call,10,10:00,Morning,10
1678,202883,Queenscoat,B,9:00,11/16/2014,44,106.0,2014,call,11,9:00,Morning,9
1679,202832,Queenscoat,B,10:15,11/16/2014,65,163.0,2014,call,11,10:00,Morning,10
1680,202788,Queenscoat,B,9:30,10/29/2014,33,101.0,2014,call,10,10:00,Morning,10
1681,201555,Queenscoat,B,7:00,11/5/2014,134,108.0,2014,call,11,7:00,Morning,7
1682,201554,Queenscoat,B,7:00,11/5/2014,30,140.0,2014,call,11,7:00,Morning,7
1683,200644,Queenscoat,B,7:00,11/1/2014,62,153.0,2014,call,11,7:00,Morning,7
1684,198100,Queenscoat,B,12:00,10/4/2014,66,135.0,2014,call,10,12:00,Day,12
1685,197348,Queenscoat,B,7:00,10/1/2014,57,151.0,2014,call,10,7:00,Morning,7
1686,193373,Queenscoat,B,8:00,5/15/2010,42,110.0,2010,call,5,8:00,Morning,8
1687,192991,Queenscoat,B,6:30,8/26/2014,42,106.0,2014,call,8,7:00,Morning,7
1688,192373,Queenscoat,B,6:00,8/23/2014,27,157.0,2014,call,8,6:00,Morning,6
1689,192123,Queenscoat,B,8:00,6/15/2014,52,125.0,2014,call,6,8:00,Morning,8
1690,191795,Queenscoat,B,7:00,4/3/2014,57,130.0,2014,call,4,7:00,Morning,7
1691,191357,Queenscoat,B,6:30,5/13/2014,51,158.0,2014,song,5,7:00,Morning,7
1692,191350,Queenscoat,B,6:30,5/12/2014,51,110.0,2014,song,5,7:00,Morning,7
1693,190993,Queenscoat,B,6:30,5/7/2014,52,93.0,2014,call,5,7:00,Morning,7
1694,190268,Queenscoat,B,7:00,6/6/2014,44,101.0,2014,call,6,7:00,Morning,7
1695,190178,Queenscoat,B,20:49,7/28/2014,63,159.0,2014,call,7,21:00,Evening,21
1696,189400,Queenscoat,B,12:00,7/16/2014,53,153.0,2014,call,7,12:00,Day,12
1697,186703,Queenscoat,B,10:00,7/13/2014,63,157.0,2014,call,7,10:00,Morning,10
1698,184261,Queenscoat,B,6:30,5/15/2014,41,108.0,2014,call,5,7:00,Morning,7
1699,183993,Queenscoat,B,12:00,5/14/2014,72,148.0,2014,other,5,12:00,Day,12
1700,183992,Queenscoat,B,12:00,5/14/2014,66,145.0,2014,other,5,12:00,Day,12
1701,183989,Queenscoat,B,12:00,5/14/2014,54,154.0,2014,other,5,12:00,Day,12
1702,182779,Queenscoat,B,9:00,4/30/2014,67,93.0,2014,call,4,9:00,Morning,9
1703,175914,Queenscoat,B,12:30,4/20/2014,63,93.0,2014,song,4,13:00,Day,13
1704,170722,Queenscoat,B,8:00,3/12/2013,68,104.0,2013,call,3,8:00,Morning,8
1705,162614,Queenscoat,B,7:05,5/29/2013,46,106.0,2013,call,5,7:00,Morning,7
1706,161935,Queenscoat,B,11:00,5/31/1993,51,158.0,1993,song,5,11:00,Day,11
1707,146032,Queenscoat,B,7:00,6/14/2013,47,147.0,2013,song,6,7:00,Morning,7
1708,142809,Queenscoat,B,17:00,4/18/2007,55,38.0,2007,call,4,17:00,Day,17
1709,139418,Queenscoat,B,9:00,5/26/2009,51,99.0,2009,call,5,9:00,Morning,9
1710,135337,Queenscoat,B,10:30,5/25/2013,70,164.0,2013,song,5,11:00,Day,11
1711,134897,Queenscoat,B,7:30,5/1/2013,45,114.0,2013,call,5,8:00,Morning,8
1712,131295,Queenscoat,B,6:30,4/19/2013,66,164.0,2013,call,4,7:00,Morning,7
1713,124685,Queenscoat,B,18:30,9/15/2010,39,115.0,2010,call,9,19:00,Evening,19
1714,124684,Queenscoat,B,7:11,9/12/2010,71,160.0,2010,call,9,7:00,Morning,7
1716,110075,Queenscoat,B,6:00,5/22/2012,68,95.0,2012,song,5,6:00,Morning,6
1717,110074,Queenscoat,B,5:45,5/20/2012,66,78.0,2012,song,5,6:00,Morning,6
1718,101851,Queenscoat,B,12:00,5/15/2012,60,142.0,2012,song,5,12:00,Day,12
1720,97442,Queenscoat,B,16:00,3/30/2010,71,135.0,2010,call,3,16:00,Day,16
1721,92461,Queenscoat,B,8:45,7/3/2010,65,97.0,2010,song,7,9:00,Morning,9
1722,78170,Queenscoat,B,5:00pm,5/10/2011,45,108.0,2011,call,5,17:00,Day,17
1723,78169,Queenscoat,B,5:00pm,5/10/2011,41,108.0,2011,other,5,17:00,Day,17
1724,78168,Queenscoat,B,5:00pm,5/10/2011,29,98.0,2011,other,5,17:00,Day,17
1725,78167,Queenscoat,B,4:00pm,5/9/2011,53,154.0,2011,song,5,16:00,Day,16
1726,40217,Queenscoat,B,7:30,10/30/2009,71,97.0,2009,call,10,8:00,Morning,8
1727,30125,Queenscoat,B,10:00,2/20/2009,55,142.0,2009,song,2,10:00,Morning,10
1728,25538,Queenscoat,B,7:00,7/2/2007,20,123.0,2007,song,7,7:00,Morning,7
1731,393743,Queenscoat,C,10:00,10/16/2017,44,112.0,2017,call,10,10:00,Morning,10
1732,393232,Queenscoat,C,10:03,11/4/2017,65,151.0,2017,call,11,10:00,Morning,10
1733,386063,Queenscoat,C,11:09,9/9/2017,47,115.0,2017,call,9,11:00,Day,11
1734,385688,Queenscoat,C,11:09,9/9/2017,45,164.0,2017,call,9,11:00,Day,11
1735,371659,Queenscoat,C,9:00,5/13/2017,75,96.0,2017,call,5,9:00,Morning,9
1736,369991,Queenscoat,C,16:00,5/13/2017,28,95.0,2017,song,5,16:00,Day,16
1737,367827,Queenscoat,C,18:30,5/5/2017,42,108.0,2017,call,5,19:00,Evening,19
1738,367730,Queenscoat,C,12:30,4/29/2017,57,143.0,2017,call,4,13:00,Day,13
1739,336724,Queenscoat,C,9:41,9/18/2016,54,173.0,2016,call,9,10:00,Morning,10
1740,323342,Queenscoat,C,19:14,6/12/2016,53,149.0,2016,call,6,19:00,Evening,19
1741,320629,Queenscoat,C,7:30,5/7/2016,63,100.0,2016,song,5,8:00,Morning,8
1742,320627,Queenscoat,C,7:30,5/7/2016,47,119.0,2016,song,5,8:00,Morning,8
1743,320625,Queenscoat,C,6:30,5/7/2016,33,95.0,2016,call,5,7:00,Morning,7
1744,316379,Queenscoat,C,12:30,5/1/2016,36,107.0,2016,call,5,13:00,Day,13
1745,316364,Queenscoat,C,9:45,5/1/2016,55,149.0,2016,song,5,10:00,Morning,10
1746,310224,Queenscoat,C,11:15,2/23/2016,73,112.0,2016,call,2,11:00,Day,11
1747,307257,Queenscoat,C,10:00,3/13/2016,60,93.0,2016,call,3,10:00,Morning,10
1748,307256,Queenscoat,C,10:00,3/13/2016,48,131.0,2016,call,3,10:00,Morning,10
1749,300481,Queenscoat,C,10:00,12/3/2015,57,141.0,2015,call,12,10:00,Morning,10
1751,293272,Queenscoat,C,10:00,10/20/2015,30,104.0,2015,call,10,10:00,Morning,10
1753,285968,Queenscoat,C,11:30,5/24/2015,42,101.0,2015,song,5,12:00,Day,12
1754,282864,Queenscoat,C,7:36,12/24/2014,85,105.0,2014,call,12,8:00,Morning,8
1755,282588,Queenscoat,C,9:00,9/6/2015,70,92.0,2015,call,9,9:00,Morning,9
1756,265852,Queenscoat,C,10:30,5/26/2015,47,101.0,2015,other,5,11:00,Day,11
1757,257187,Queenscoat,C,18:00,7/4/2015,47,99.0,2015,call,7,18:00,Evening,18
1758,256921,Queenscoat,C,12:00,7/4/2015,70,98.0,2015,song,7,12:00,Day,12
1759,256833,Queenscoat,C,19:30,7/3/2015,66,93.0,2015,call,7,20:00,Evening,20
1760,256601,Queenscoat,C,13:00,7/3/2015,48,160.0,2015,call,7,13:00,Day,13
1761,252267,Queenscoat,C,6:25,6/11/2015,56,151.0,2015,call,6,6:00,Morning,6
1762,251813,Queenscoat,C,17:00,6/8/2015,55,104.0,2015,song,6,17:00,Day,17
1763,245821,Queenscoat,C,7:00,5/15/2015,38,110.0,2015,call,5,7:00,Morning,7
1764,242006,Queenscoat,C,6:30,5/5/2015,60,147.0,2015,song,5,7:00,Morning,7
1765,235137,Queenscoat,C,13:30,4/5/2015,62,139.0,2015,other,4,14:00,Day,14
1766,232958,Queenscoat,C,10:00,3/25/2015,32,149.0,2015,other,3,10:00,Morning,10
1767,211664,Queenscoat,C,16:47,1/30/2015,55,152.0,2015,call,1,17:00,Day,17
1768,207265,Queenscoat,C,11:14,12/2/2014,47,100.0,2014,call,12,11:00,Day,11
1769,202787,Queenscoat,C,9:30,10/29/2014,55,149.0,2014,call,10,10:00,Morning,10
1771,199659,Queenscoat,C,6:00,10/22/2014,74,97.0,2014,call,10,6:00,Morning,6
1772,197350,Queenscoat,C,7:00,10/1/2014,36,95.0,2014,song,10,7:00,Morning,7
1773,197349,Queenscoat,C,7:00,10/1/2014,63,155.0,2014,other,10,7:00,Morning,7
1774,193375,Queenscoat,C,9:00,8/22/2014,57,158.0,2014,call,8,9:00,Morning,9
1775,191385,Queenscoat,C,6:30,5/15/2014,55,142.0,2014,song,5,7:00,Morning,7
1776,191109,Queenscoat,C,13:00,5/18/2014,54,157.0,2014,call,5,13:00,Day,13
1777,190992,Queenscoat,C,6:30,5/7/2014,30,143.0,2014,song,5,7:00,Morning,7
1778,190991,Queenscoat,C,6:30,5/7/2014,33,113.0,2014,song,5,7:00,Morning,7
1780,168901,Queenscoat,C,12:00,8/5/2013,76,138.0,2013,call,8,12:00,Day,12
1781,166689,Queenscoat,C,15:59,12/27/2013,37,117.0,2013,call,12,16:00,Day,16
1782,149880,Queenscoat,C,8:00,10/5/2013,39,155.0,2013,call,10,8:00,Morning,8
1783,128136,Queenscoat,C,8:00,3/31/2013,67,92.0,2013,call,3,8:00,Morning,8
1784,127576,Queenscoat,C,18:30,9/25/2010,46,111.0,2010,call,9,19:00,Evening,19
1785,126385,Queenscoat,C,16:54,1/13/2013,65,144.0,2013,call,1,17:00,Day,17
1786,109726,Queenscoat,C,7:04,8/25/2012,66,160.0,2012,call,8,7:00,Morning,7
1787,75084,Queenscoat,C,4:45pm,3/3/2011,64,151.0,2011,call,3,17:00,Day,17
1788,61258,Queenscoat,C,7:07,7/30/2010,81,54.0,2010,call,7,7:00,Morning,7
1792,348224,Queenscoat,D,10:30,12/25/2016,46,151.0,2016,call,12,11:00,Day,11
1793,307566,Queenscoat,D,10:00,3/18/2016,58,149.0,2016,call,3,10:00,Morning,10
1794,307252,Queenscoat,D,10:00,3/13/2016,42,146.0,2016,call,3,10:00,Morning,10
1796,294503,Queenscoat,D,8:22,10/5/2015,62,100.0,2015,call,10,8:00,Morning,8
1799,185672,Queenscoat,D,10:30,7/6/2014,82,79.0,2014,call,7,11:00,Day,11
1800,138587,Queenscoat,D,14:30,5/11/2013,52,122.0,2013,call,5,15:00,Day,15
1801,138586,Queenscoat,D,14:30,5/11/2013,39,109.0,2013,call,5,15:00,Day,15
1802,26068,Queenscoat,D,17:35,9/7/2006,33,110.0,2006,call,9,18:00,Evening,18
1803,367186,Queenscoat,E,9:00,3/5/2017,52,139.0,2017,call,3,9:00,Morning,9
1804,310222,Queenscoat,E,10:20,2/23/2016,47,144.0,2016,call,2,10:00,Morning,10
1806,340433,Bent-beak Riffraff,A,8:51,11/27/2003,64,161.0,2003,song,11,9:00,Morning,9
1807,221677,Bent-beak Riffraff,A,8:30,7/29/2009,78,144.0,2009,song,7,9:00,Morning,9
1808,214770,Bent-beak Riffraff,A,7:17,2/20/2015,55,84.0,2015,song,2,7:00,Morning,7
1809,123208,Bent-beak Riffraff,A,6:41,7/10/2011,35,153.0,2011,song,7,7:00,Morning,7
1810,112603,Bent-beak Riffraff,A,5:35,10/23/2012,69,148.0,2012,song,10,6:00,Morning,6
1811,103178,Bent-beak Riffraff,A,8:34,11/26/2003,68,176.0,2003,song,11,9:00,Morning,9
1812,103177,Bent-beak Riffraff,A,11:45,9/16/1999,65,84.0,1999,song,9,12:00,Day,12
1815,81439,Bent-beak Riffraff,A,6:30,6/12/2011,64,160.0,2011,song,6,7:00,Morning,7
1816,77030,Bent-beak Riffraff,A,9:30,1/7/2011,64,156.0,2011,song,1,10:00,Morning,10
